,nickname,text,score,like,dislike,time,watch_movie
173,혜린남편(wogu****),8점 주고 싶지만 평점이 말도 안되게 낮은 관계로 10점 줌. 과장 없이 담백한 재난 영화라 신선했다. 정말 현실보다 더 현실 같았다... 한가지 의문점은 굳이 이렇게 호화스러운 캐스팅을 했어야 했냐는 점.,10,1,0,2016-11-03 00:32:00,0
174,아이샤(aish****),"저도 이해안감 왜 6점대인지..일단 통괘한부분이 없어서이고, 영웅이없어서인가?난 아주 현실적인 내용이라는 점에서 높은점수 주고싶은데",10,0,0,2016-10-31 03:48:00,0
175,와이지(8091****),이거 평점이 왜이렇지ㄷㄷ 잔잔하면서도 긴박하고 현실적이면서 무섭습니다. 이거 본사람 죄다 잼있다합니다 저도 잼있었구여,10,0,0,2016-10-29 14:24:00,0
176,mcii****,현실적으로 제대로 나타낸 영화. 끊임없이 몰입할 수 있었던,10,0,0,2016-10-28 19:55:00,0
177,hargun100(doub****),모피어스 형님 살 더오르니 보기좋움... 다만 모피어스 형님뿐,10,0,0,2016-10-27 18:04:00,0
178,벼락식혜(ohse****),자극적인 장면없이 인간들의  이기심과극복과정을 현실감있게 잘표현한 수작,9,0,0,2016-10-26 01:11:00,0
179,깁슨씨(gawa****),재난영화를 좀비나 특수효과 없이도 이렇게 훌륭하게 만들 수 있다니.. 별 10개,10,2,0,2016-10-23 01:16:00,0
180,꽃잎(with****),잼있는데 평점 왜이러지,10,0,0,2016-10-22 21:23:00,0
181,띠로리로리(cncn****),꽤 나쁘지않았어요  괜찬은 스토리,7,0,0,2016-10-15 01:56:00,0
182,밍기뉴(hero****),많은걸 생각하게 하는 영화..,10,0,0,2016-10-11 21:11:00,0
183,하얀마녀(jhw8****),상식적인 사람이라면 이 영화가 주는 경각심을 그저 '졸리다' '재미없다' 로 말할 수 없다 아무생각이 없어야 졸린영화 생각이 있다면 많은 사람에게 추천하는 영화,9,0,0,2016-10-07 14:37:00,0
184,evil****,모든 것이 현실성있게 다가오는 영화,10,0,0,2016-09-28 13:22:00,0
185,만분장(dpdl****),지루하니까 평점이 낮지 ㅅㅂ,1,2,9,2016-09-24 14:35:00,0
186,핀플(pin_****),화려한 출연진들이 아까울정도로 뭔가 이도저도아닌 미적지근한  재난영화.자극적이지도 호들갑떨지않으니 재밌게 본사람은 굉장히현실적이다라고하는지도.선명한 존재감을 갖고시작한 캐릭터들이 왜 점점?국내외평이 워낙 안좋았지만 ...,6,3,2,2016-09-22 01:41:00,0
187,ann8****,"재미없다는 사람들 이해가 안된다자극적인  영화만 재밌는게 아닌데..너무나 현실적인 재난 모습들을 보여줘서 생각을 많이 하게 많드는 영화이다. 기승전결, 반전, 임팩트 이런거 따지지말고꼭 한번쯤 보셨으면 좋겠다.",10,0,0,2016-09-20 23:04:00,0
188,dlsd****,뭐랄까 너무 낮아서 10점 줍니다.우리나라 정치하는 고위층에게 일단 한번 보여주고 토론하면 좋겠네요.일부로 다큐멘터리 같이 카메라를 쓴듯 사무실에선 너무 정적이고 이런 쟁쟁한 배우들에게도 클로즈업이 별로 없네요.,10,2,0,2016-09-20 20:47:00,0
189,moreminds(hmp3****),별점너무 낮네. 이정도로 까지 낮을 영화는 아닌데....,9,3,0,2016-09-18 13:41:00,0
190,풀업(aman****),역시 네이버 평점은 참고만.,8,0,0,2016-09-15 23:30:00,0
191,타바타(penn****),지루하긴 해도 전염병의 참상을 생생하게 보여줬다.,7,0,0,2016-09-13 20:55:00,0
192,원츄(ghkd****),이렇게 지루해도 되는지...,1,1,9,2016-09-05 00:09:00,0
193,지니찐찐(love****),현실감있는 수작~~~ 득템한 기분~ 네이버 평점 왜이런거야!!!!?,10,2,0,2016-09-01 01:08:00,0
194,조영섭(jose****),노잼임. 너무 지루하고 클라이막스가 없음. 맷 데이먼이 이 영화를 왜 출연한건지,1,1,10,2016-08-27 00:01:00,0
195,Heavenly sound드리(agas****),지루하고 재미없고 ...,1,2,8,2016-08-26 21:19:00,0
196,Chris Kyle(hm99****),아포칼립스 상황까지 갔어야 했는데 좀 시시했음,6,0,1,2016-08-08 00:27:00,0
197,탐도(jooi****),평점이 너무 낮아서 10점주고감,10,1,0,2016-08-07 04:10:00,0
198,씨티라이더(tekk****),괜찮은거 같은데 . .  평점이 낮네요 ㅎ 취존 ~,10,1,0,2016-08-06 02:14:00,0
199,전진하는하루(sdyt****),6점대 영화는 아니기에 10점 줍니다 8점 중반이 적당한듯하네요,10,3,0,2016-08-05 22:04:00,0
200,DarkNike(chun****),극 사실주의. 하이펄리얼리티즘의 표준. 다소 재미는 떨어짐. 초반에 지루함. 그러나 살면서 꼭 한 번은 봐야되는 영화. 세상을 보는 눈이 달라진다,8,2,0,2016-08-03 02:40:00,0
201,운명이었어(2004****),평점 테러하지 맙시다... 솔직히 8점이상은 되는구만...,10,15,0,2016-07-24 22:47:00,0
202,나비(wntj****),오랜만에 재난 영화를 찾다가 예전에 보건시간에 선생님이 보여주셨던 이 영화의 결말도 볼겸 다시 봤는데 결말이 이런 반전이 있다는걸 보고 소름이 쫙 돋았다  이 영화를 보면서 초반을 꼭 기억하세요 !,10,0,0,2016-07-22 23:21:00,0
203,비둘기(qlen****),"OO 말도안되는 반전,앞뒤전개없이 그냥 스릴만 느끼게해주는 부산행같은 저급영화를 좋아하는 급식충들에게는상당히 노잼일것이다.이영화는 상상력이나 교훈보다는현실성에 초점을 기반으로 두고 만든 영화라서 대갈통에 아무것도없는...",8,1,1,2016-07-22 16:33:00,0
204,임수근(lsge****),어케 이영화가  감기보다  평점이 낮냐...,10,2,0,2016-07-15 19:24:00,0
205,Victor Delacoix(dela****),본격 결벽증 만드는 영화. 영화는 침착하지만 참상은 지독하다,8,1,0,2016-07-12 17:52:00,0
206,최정원(rnah****),평식이들이 7점대줌.,10,1,0,2016-07-10 12:26:00,0
207,맥동변광성(mexi****),이런 좋은 영화에 10점 주고 갑니다,10,1,0,2016-07-07 00:04:00,0
208,끼르룩(isj9****),이게 진짜 재난영화 아님? 실제로 전염률 높은 전염병이 온 세계에 퍼지면 벌어질 일들을 완전 현실적으로 담아낸 영환데 영화를 보는게 아니라 내가 실제 벌어진 상황을 뉴스로 보는느낌? 이걸 평점을 누가 그지같이 준거야...,10,20,0,2016-07-03 09:35:00,0
209,1918(tako****),"지금껏 나온 질병관련 영화중 상당히 사실적으로 , 정확하게 다룬 영화",9,11,0,2016-06-30 21:28:00,0
210,dsfdsfdfds(yobo****),9점대 주고 싶지만 너무 저평가 돼 있어서 10점 올림. 비록 액션장면 갇은건 없지만 실제 질병 발생시 정부의 대처 그걸 이용해 주머니 털어가는 천하의 OO놈 그리고 약탈자들과 생존자들을 2시간도 안되는 짧은 내용에...,10,75,3,2016-06-30 01:25:00,0
211,타로(tech****),재미없는 영화같기도하고 재밌는 다큐같기도함. 나쁘진 않지만 이 영화에 굳이 이정도의 캐스팅을 할필요가 있었나싶네ㅎ,7,1,0,2016-05-30 04:35:00,0
212,냥냥이(minj****),가장 사설적이고 현 시대와 잘 맞물리는 현실적인 공포 영화임.,8,0,0,2016-05-27 02:34:00,0
213,영화잘봄(ckgh****),현실적으로 잘 풀어낸 영화. 알수 없는 전염병이 퍼졌을 때의 인간들의 행동 근데 그거뿐임. .. 이런 내용은 너무 흔하다.,6,0,0,2016-05-23 20:08:00,0
214,앤썸(pkh0****),일이 벌어졌고 그걸 서술했다 엔딩에 의미를 두고 점수를 좀 높였다,7,0,0,2016-05-23 14:40:00,0
215,Maestro(pass****),바이러스 감염 경유 진행과 더불어 사람들의 이해관계를 잘 풀어나감,9,0,0,2016-05-16 17:59:00,0
216,버미왕(elei****),재미있네요. 있는지조차 몰랐는데.,10,0,0,2016-05-08 01:12:00,0
217,시민(annh****),조용히 보기엔 딱이다.,7,0,0,2016-05-02 20:32:00,0
218,아무로상(dust****),신종 바이러스로 인한 인류의 공포를 내세우는 영화들이 많이 있어서 그런지 신선함이 부족하고 스토리나 결말이 예상대로 흘러가서 지루한면도 있지만  무난하게 즐길수 있는 다큐멘터리적 스릴러..,7,0,0,2016-04-25 06:03:00,0
219,lmed****,자극적인 영화를 보고싶은분껜 재미없을수도 있음. 정말 현실을 반영해서 잘 만든 영화같습니다. 좋은 영화입니다. 추천.,10,0,0,2016-04-24 20:42:00,0
220,지는머리(ho30****),"연가시랑 감기보다 평점이 낮네 ㅋㅋ 이런 지극히 현실적인 영화에 싸구려 반전, 눈물짜내려는 억지 가족애, 비현실적인 서스펜스 따위를 바라며 1점주는 한국관객 수준 알만하다. 얼마나 자극적인 불량식품에 익숙해졌으면 진...",10,270,15,2016-04-20 20:22:00,0
221,메이비스버밀리온(lesw****),리얼리티 재난영화의 최고봉,10,1,0,2016-04-19 01:49:00,0
222,잉앙(ahch****),극적인 전개가 없는 매우 현실적인 영화였지만 몰입하기 좋았다. 정말 현실적이라 씁쓸한 부분도 많다.,10,0,0,2016-04-10 04:55:00,0
223,순두부의계략(kihy****),최고의 영화다 이게 6점대라니 :;;,10,0,0,2016-04-08 22:56:00,0
224,빌리조엘(oasi****),현실적이고 볼만한데 몰입도와 연출이 좀,7,0,0,2016-04-08 15:22:00,0
225,sent****,영화는 잘 만들었다 생각들지만 문제는 재미가 없다 재미가...,5,0,1,2016-04-07 00:35:00,0
226,아프리카오소리(afri****),"맷 데이먼은 여기서도 결코 죽지 않는다. 전염병에 관한 영화로는 이보다 더 비극적일 수 없으며, 사실적일 수 없으며, 인간적일 수도 없을 것이다.",10,0,1,2016-03-20 23:52:00,0
227,husky(infi****),"명배우, 명감독 열전이요..!",8,0,1,2016-03-05 23:36:00,0
228,닭발맛초콜릿(119b****),파워블로거라며 선동하는 인간이 전염병보다 더 치명적이라는 사실을 알려주는 영화,10,0,0,2016-02-22 02:37:00,0
229,클래식(maco****),두 번 보고 나서야 감독의 의도가 보이더군요. 마지막  나무를 베던 장면이 인상에 남았습니다.,8,1,0,2016-02-19 23:09:00,0
230,아침에한잔(xerx****),다큐 형식의 무미건조함을 선호한다면 수작,8,0,0,2016-02-16 20:22:00,0
231,멀티러(dnwn****),이렇게 낮은 평점의 영화는 아닌...,9,0,0,2016-02-13 22:45:00,0
232,라이토(udtm****),영화와 다큐는 구분되어져야한다. 극적인 요소가 최소한도 없다면 그것은 영화가 아닌것이다. 굳이 현대인이라면 누구나 다 아는 세상의 어두운  진실을 모습을 담았다는 그런소리는 안했으면 한다.  흥미로운 주제로 너무나 ...,5,0,2,2016-02-07 04:16:00,0
233,GOKI(devi****),뒤늦게 봤는데 8점 이상 영화다 평점 올려야된다,10,0,0,2016-01-22 01:51:00,0
234,상어가죽(kara****),쟝르의 관습은 탈피했다만 나올려다마는 재미는 아쉽다...,7,0,0,2016-01-18 09:58:00,0
235,March20(ckw0****),이 대단한 영화 평점이 왜이래 ..,10,1,1,2016-01-16 23:50:00,0
236,어절씨구데헤야(aeon****),"영화로서의 기승전결은 안보이고, 지극히 현실을 보여준다. 그래서 어느 한 인물에 치중하지도 않는거겠지.",9,0,0,2016-01-16 21:06:00,0
237,흐미(k758****),이게왜 6점이지?  5점만점에 6점이면 모를까.,10,0,1,2016-01-14 17:10:00,0
238,스윗가이(jmjj****),멧데이먼이 출연하는 다큐멘터리!,7,0,0,2016-01-10 01:58:00,0
239,뮤라크(asdf****),"더없이 사실적이어서 많은 것을 생각하게 하는 영화예요.. 결국 인간이 질병을 야기한다는 점도 있었고, 대공황 속에서 저마다 다른 대처를 하는 사람들의 모습이 인상적이었습니다. 8~9점 정도 주려고 했는데 평균 평점이...",10,0,0,2016-01-03 22:57:00,0
240,호박장군(ssm2****),죽었어..  역병에 걸리고 말았지...개콘 유행어가 떠오르는 영화,10,0,0,2015-12-29 07:55:00,0
241,spch****,6 점대는 무언가 잘못된 듯 7점 이상은 되는 영화,10,0,0,2015-12-29 00:02:00,0
242,b925****,형식이 독특했을뿐 나쁘지 않은데 6점대인게 이해안됨,8,0,0,2015-12-19 17:11:00,0
243,False Shuffle(kimh****),현실적인건 좋으나 영화는 영화여야 재밌지 않겠는가...,5,0,0,2015-12-04 06:20:00,0
244,이야ㅗ(pete****),평점이 너무 낮아서 10점  이 정도 평가받을 영화는 아님,10,0,0,2015-12-02 03:18:00,0
245,Vacantness(meen****),제대로 느끼게 해주고 보여주는.. 끝나는 그순간에 가장 소름이 돋았던 영화,10,1,0,2015-12-01 13:57:00,0
246,hunee23(skyt****),현실적으로 잘 만들었다,10,0,0,2015-11-27 02:45:00,0
247,Wraysford(furi****),메르스때 주드로처럼 음모론 퍼뜨려서 선동한 작자들은 보고느끼는게 있겠지,10,0,0,2015-11-27 00:34:00,0
248,빠큠(doze****),와 배우 출연진 개쩐다 짱짱하네,10,1,0,2015-11-19 06:12:00,0
249,소심한패스(win1****),정말 재밌게 봤고 유익했습니다.,10,0,0,2015-11-10 16:16:00,0
250,아젠장(dltj****),올해 메르스 사태와 매우 유사해서 재미있게봤네요8점대주고싶지만 지금평점이 너무 낮아서 10주고갑니다,10,0,0,2015-11-02 00:16:00,0
251,smrh****,"극적 재미는 떨어지지만, 준다큐형식의 영화를 보는 재미도 나름 쏠쏠하다.",7,0,0,2015-10-30 03:29:00,0
252,LL(nigh****),마지막장면에서 너무 소름돋았다,10,3,0,2015-10-28 18:26:00,0
253,쿠우(lcj0****),"우리나라 메르스랑 똑같네. 자가격리하라는데 듣지도 않고, 온통 혼란만 야기하는 소문 지어내고. 감염예상되니 자가격리하라니까 제주도 여행 계획 갈거라고 무조건 생떼부리던 아줌마 생각나네. 국민들 수준이 그만큼 못 올라...",6,1,0,2015-10-28 04:23:00,0
254,마녀의꿈(tls5****),영화가 현실적인 편이라 생각됨,9,0,0,2015-10-26 02:06:00,0
255,이호수(lake****),작년에 엄청 감명깊게 봤던 영화인데 올해 우리나라에 있었던 메르스 사태와 100% 똑같이 흘러나감.,10,0,0,2015-10-24 16:05:00,0
256,려아(joi_****),진짜 제대로 현실적이다.,10,0,0,2015-10-14 16:41:00,0
257,유비뇽(m1n2****),"바이러스가 세계적으로 퍼졋을 때의 상황을 현실적으로 잘 보여줬으나, 영화를 보는 사람들에게 사태의 심각성을 이해시키기는 했으나 공포감을 그리 크게 주지는 못한 것 같아서 아쉬웠다.",7,0,0,2015-09-28 22:11:00,0
258,너의기린(lush****),다시 메르스가 퍼진다면.... 끔찍하네요~ 내용은 좋지만 지루한건 어쩔수 없다..,5,0,0,2015-09-28 00:49:00,0
259,ㅄㅎ(andc****),우리나라가 전염병과 질병에 대한 강국이 됐으면 좋겠다.제도적으로 구조적으로.맷데이먼♥.,10,0,0,2015-09-23 10:44:00,0
260,만화가(davi****),"재난이 발생했을 때 사람들의 반응과 갈등, 그 와중에도 득과 실을 따지고 시대에 맞추어 장사하는 사람들, 그들의 모습을 가장 현실적으로 적나라하게 보여주는 영화인듯",10,0,0,2015-09-19 09:31:00,0
261,언제나정성을(osak****),좀 작은 스토리들이 완결나지 않은 느낌인데..어정쩡하게..,6,2,1,2015-09-18 11:09:00,0
262,키캣(noah****),현실적 . .보다가 메르스생각남,10,0,0,2015-09-17 20:42:00,0
263,10시를향하여(joes****),와 정말 현실성이 돋보인 작품이었다.,10,0,0,2015-09-17 20:38:00,0
264,산디딤(iwmi****),전염병이 퍼질경우에 나타날만한 일을 현실적으로 풀어낸 영화.. 확실히 너무 현실적이어서 극적인 면이 떨어졌다는 생각이 들지만 이정도면 명작 아닌가 싶다.. 왜 평점이 이런지...,10,0,0,2015-09-17 20:38:00,0
265,원형통증클리닉(whpa****),정말 무서운 현실...,10,0,0,2015-09-17 20:38:00,0
266,yjy7****,과소평가된 현실적인 재난영화,8,0,0,2015-09-17 20:05:00,0
267,낮은멘탈(habi****),개꿀잼인듯 현실감좋네 어그로,10,0,0,2015-09-12 14:17:00,0
268,중독(33be****),마지막 장면 빼고는 잼있게 봤음 지루할수도 있지만 난 메르스 생각나서 몰입해서 봤음 근데 결말은 별로 였다 그래서 8점,8,0,0,2015-09-09 14:37:00,0
269,고등어해장국(gmlc****),와 평점이 이리 낮노 재밌게 봤는데,10,0,0,2015-08-28 21:29:00,0
270,오픈마인드(koko****),현실적이고 재미도 있고 괜찮은데 평점이 낮아서 좀 더 높게 점수 부여,9,0,0,2015-08-18 01:51:00,0
271,유빈뇽(zxc1****),재밋음 결말도 깔끔한데 해피엔딩은그닥좋아하지않아서 2점뻄,8,0,0,2015-08-13 00:50:00,0
272,kakakoo(ttoz****),진짜 개지루하다 보지마세요 베플에서 연가시 얘기하길래 재밌을줄 알았는데 지루함. 연가시가 더 흥미진진하고 스릴있음 이건 너무 차분함,1,1,11,2015-08-11 01:27:00,0
273,꼭 옳바른 평화로(righ****),그만큼 관심없으니...평점이 저렇지....,10,0,0,2015-08-06 10:44:00,0
274,sde0****,생각했던 것보다 훨씬 괜찮았던 영화. 전염병이 퍼져 사회가 무너져가는 모습을 오버하지 않고 담담하게 담아냈으나 잔잔함 속에 묵직함이 숨겨져 있다,6,0,0,2015-08-04 19:21:00,0
275,boxe****,심지어 극중 바이러스이름과 메르스명칭이 비슷해서인지 더 현실감있었던 영화. 이것과 영화 감기를 보여주고 싶은 사람들이 있네요...,10,0,0,2015-08-04 18:39:00,0
276,tell****,소더버그ㅋㅋㅋ 기네스 펠트로를 불륜녀에 첫 감염자도 모자라서 영화시작 5분만에 죽이다니,7,0,0,2015-08-02 00:02:00,0
